host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,cluster
t,strict_14_with_grace_period,t,6,Mission,37.76202,-122.41876,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,116,94.0,9.0,9.0,10.0,9.0,9.0,9.0,179.0,1
t,strict_14_with_grace_period,f,1,Potrero Hill,0.37761999999999996,-122.39391,Townhouse,Private room,2,1,1,1,Real Bed,3,209,99.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0,1
t,strict_14_with_grace_period,f,2,Outer Richmond,37.777609999999996,-122.50378,Apartment,Entire home/apt,2,1,1,1,Real Bed,4,212,95.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0,1
t,moderate,f,5,West of Twin Peaks,37.74159,-122.46578000000001,House,Private room,2,1,1,1,Real Bed,5,327,97.0,10.0,10.0,10.0,10.0,10.0,10.0,69.0,1
f,strict_14_with_grace_period,t,1,Haight Ashbury,37.76827,-122.44678,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,150,97.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0,1
f,moderate,t,1,Mission,37.75452,-122.40716,Apartment,Private room,2,1,1,1,Real Bed,3,14,97.0,10.0,9.0,10.0,10.0,10.0,9.0,80.0,1
f,super_strict_30,f,35,Financial District,37.79018,-122.40475,Apartment,Entire home/apt,2,1,0,2,Real Bed,30,24,87.0,9.0,9.0,9.0,10.0,10.0,9.0,110.0,0
f,super_strict_30,f,35,Financial District,37.79076,-122.40403,Apartment,Entire home/apt,2,1,0,2,Real Bed,30,49,94.0,10.0,10.0,9.0,10.0,9.0,9.0,135.0,1
f,strict_14_with_grace_period,f,41,Excelsior,37.731429999999996,-122.42325,House,Private room,2,1,1,1,Real Bed,30,8,84.0,9.0,8.0,9.0,10.0,8.0,8.0,40.0,0
f,strict_14_with_grace_period,t,2,Chinatown,37.79675,-122.40781000000001,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,60,97.0,10.0,10.0,10.0,10.0,9.0,10.0,135.0,1
f,flexible,f,2,Glen Park,37.73723,-122.43139,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,3,23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0,1
t,strict_14_with_grace_period,t,2,Bernal Heights,37.745309999999996,-122.41122,Condominium,Entire home/apt,4,1,2,2,Real Bed,14,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0,1
t,moderate,f,1,Glen Park,37.736259999999994,-122.43677,Apartment,Entire home/apt,4,1,2,2,Real Bed,3,211,97.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0,1
f,strict_14_with_grace_period,t,4,Mission,37.75757,-122.41938999999999,Apartment,Private room,1,2,1,1,Real Bed,3,99,96.0,10.0,9.0,10.0,10.0,10.0,10.0,75.0,1
t,moderate,f,3,Bernal Heights,37.73856,-122.41686999999999,Apartment,Private room,2,1,1,1,Real Bed,2,164,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,1
t,strict_14_with_grace_period,f,1,Marina,37.80318,-122.42976999999999,Apartment,Entire home/apt,2,1,1,1,Real Bed,5,34,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,1
t,moderate,f,1,Haight Ashbury,37.773109999999996,-122.44979,Guest suite,Entire home/apt,2,1,1,1,Pull-out Sofa,2,419,97.0,10.0,10.0,10.0,10.0,10.0,9.0,138.0,1
t,moderate,t,2,Bernal Heights,37.74557,-122.41187,Apartment,Private room,1,1,1,1,Real Bed,4,185,99.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0,1
f,strict_14_with_grace_period,t,1,North Beach,3.7803400000000003,-122.40485,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,182.0,1
t,strict_14_with_grace_period,f,1,Western Addition,37.77756,-122.43326,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,211,97.0,10.0,10.0,10.0,10.0,10.0,10.0,136.0,1
f,strict_14_with_grace_period,f,20,Chinatown,37.79507,-122.40498000000001,House,Shared room,1,2,1,1,Real Bed,30,9,100.0,10.0,9.0,10.0,10.0,10.0,10.0,30.0,1
f,strict_14_with_grace_period,f,20,Chinatown,37.79466,-122.40523,House,Shared room,1,2,1,1,Real Bed,30,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,1
f,strict_14_with_grace_period,f,20,Chinatown,37.79291,-122.40637,House,Shared room,1,2,1,1,Real Bed,30,3,80.0,8.0,8.0,10.0,9.0,10.0,8.0,30.0,0
t,strict_14_with_grace_period,t,1,Noe Valley,37.74446,-122.43776000000001,House,Entire home/apt,8,1,3,5,Real Bed,2,338,96.0,10.0,9.0,10.0,10.0,10.0,9.0,295.0,1
t,flexible,t,8,Outer Richmond,37.78265,-122.48971,Apartment,Private room,1,2,1,1,Real Bed,30,28,96.0,10.0,9.0,10.0,10.0,9.0,9.0,84.0,1
f,strict_14_with_grace_period,f,5,Haight Ashbury,37.77118,-122.44963,House,Private room,2,2,1,1,Real Bed,1,397,93.0,10.0,10.0,10.0,10.0,10.0,10.0,92.0,1
f,strict_14_with_grace_period,f,1,Mission,37.75551,-122.40881999999999,Condominium,Entire home/apt,4,2,2,2,Real Bed,7,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,245.0,1
f,strict_14_with_grace_period,f,5,Haight Ashbury,37.77108,-122.44941999999999,House,Private room,4,2,1,2,Real Bed,1,369,90.0,10.0,9.0,10.0,10.0,10.0,9.0,98.0,1
f,strict_14_with_grace_period,f,5,Haight Ashbury,37.77085,-122.44811000000001,House,Private room,2,2,1,1,Real Bed,1,409,89.0,10.0,10.0,10.0,10.0,10.0,9.0,78.0,1
f,moderate,f,1,Bernal Heights,37.74382,-122.41773,House,Entire home/apt,2,1,1,1,Real Bed,5,49,99.0,10.0,10.0,10.0,10.0,10.0,10.0,147.0,1
f,flexible,f,2,Outer Mission,37.72652,-122.43468,House,Private room,2,2,1,2,Real Bed,2,85,91.0,9.0,8.0,10.0,10.0,8.0,9.0,75.0,0
f,strict_14_with_grace_period,f,12,Haight Ashbury,37.76468,-122.44523000000001,Apartment,Entire home/apt,4,1,0,3,Real Bed,30,42,94.0,9.0,8.0,10.0,10.0,10.0,9.0,110.0,1
f,strict_14_with_grace_period,f,5,Haight Ashbury,37.77042,-122.45018999999999,House,Private room,2,2,1,1,Real Bed,1,369,89.0,10.0,9.0,10.0,10.0,10.0,9.0,78.0,1
f,flexible,f,2,Outer Richmond,37.77579,-122.50702,House,Private room,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,162.0,1
t,moderate,f,1,Mission,37.75632,-122.40478,House,Entire home/apt,2,1,1,1,Real Bed,2,68,97.0,10.0,10.0,10.0,10.0,9.0,10.0,145.0,1
f,flexible,f,1,Mission,37.76097,-122.42313,Apartment,Private room,2,1,1,1,Real Bed,2,375,94.0,10.0,9.0,10.0,10.0,10.0,9.0,115.0,1
t,moderate,f,1,Castro/Upper Market,3.77684,-122.43086000000001,Apartment,Private room,2,1,1,1,Real Bed,3,178,95.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,1
t,strict_14_with_grace_period,f,4,Bernal Heights,37.73819,-122.41566,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,18,97.0,10.0,10.0,10.0,10.0,9.0,9.0,135.0,1
f,strict_14_with_grace_period,t,4,Nob Hill,37.791140000000006,-122.41028999999999,Townhouse,Entire home/apt,10,4,4,4,Real Bed,2,59,88.0,9.0,9.0,9.0,9.0,10.0,9.0,989.0,0
t,moderate,f,5,Noe Valley,37.75565,-122.44022,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,75,99.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1
f,strict_14_with_grace_period,f,1,Inner Sunset,37.75855,-122.46444,Guest suite,Entire home/apt,2,1,1,2,Real Bed,30,113,98.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0,1
f,strict_14_with_grace_period,f,2,Inner Richmond,37.784490000000005,-122.46188000000001,Condominium,Entire home/apt,4,1,2,3,Real Bed,4,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0,1
f,flexible,f,1,Western Addition,37.78282,-122.44646999999999,Apartment,Entire home/apt,4,1,1,1,Real Bed,31,24,98.0,10.0,10.0,10.0,10.0,10.0,9.0,81.0,1
f,moderate,t,4,Russian Hill,37.80301,-122.41581000000001,Condominium,Private room,3,2,1,2,Real Bed,2,189,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,1
t,strict_14_with_grace_period,t,1,Parkside,37.74174,-122.50435,Guest suite,Entire home/apt,4,1,1,1,Real Bed,3,183,94.0,10.0,10.0,10.0,10.0,9.0,9.0,135.0,1
f,flexible,t,20,Financial District,37.79271,-122.40383,Hostel,Shared room,4,0,1,4,Real Bed,1,301,93.0,9.0,9.0,10.0,10.0,10.0,9.0,45.0,1
t,strict_14_with_grace_period,f,1,South of Market,37.77499,-122.40635,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,53,97.0,10.0,10.0,10.0,10.0,9.0,10.0,160.0,1
t,strict_14_with_grace_period,f,5,Castro/Upper Market,37.75967,-122.44256999999999,Serviced apartment,Entire home/apt,5,1,2,3,Real Bed,120,16,99.0,10.0,10.0,10.0,10.0,10.0,9.0,175.0,1
f,strict_14_with_grace_period,t,2,Chinatown,37.795320000000004,-122.40863,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,70,97.0,10.0,10.0,10.0,10.0,9.0,9.0,135.0,1
t,moderate,f,41,Downtown/Civic Center,37.78304,-122.41942,Condominium,Entire home/apt,2,1,1,1,Real Bed,30,8,90.0,10.0,9.0,9.0,9.0,8.0,8.0,138.0,0
f,strict_14_with_grace_period,f,1,Potrero Hill,37.75889,-122.39538999999999,Condominium,Entire home/apt,5,1,3,3,Real Bed,6,21,98.0,10.0,9.0,10.0,10.0,10.0,10.0,280.0,1
t,strict_14_with_grace_period,t,1,Castro/Upper Market,37.76188,-122.44215,Condominium,Private room,2,1,1,1,Real Bed,1,540,98.0,10.0,10.0,10.0,10.0,10.0,10.0,139.0,1
t,moderate,t,1,Inner Richmond,37.77579,-122.45504,Guest suite,Private room,1,1,1,1,Real Bed,2,273,97.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,1
f,moderate,f,4,Bernal Heights,3.77435,-122.40805,House,Private room,2,1,1,1,Real Bed,2,15,91.0,10.0,10.0,10.0,10.0,9.0,9.0,75.0,1
f,moderate,t,2,North Beach,37.80134,-122.40713999999998,Apartment,Private room,2,1,1,1,Futon,2,299,87.0,9.0,8.0,9.0,9.0,10.0,8.0,89.0,0
f,flexible,t,20,Financial District,3.77947,-122.40373999999998,Hostel,Shared room,1,1,1,1,Real Bed,1,199,92.0,10.0,9.0,10.0,9.0,10.0,9.0,45.0,1
f,flexible,t,20,Financial District,37.79441,-122.40473,Hostel,Shared room,5,1,1,5,Real Bed,1,196,94.0,10.0,9.0,10.0,10.0,10.0,10.0,45.0,1
f,strict_14_with_grace_period,f,44,Inner Sunset,3.7764699999999998,-122.45368,Apartment,Entire home/apt,2,1,1,2,Real Bed,30,13,90.0,9.0,9.0,10.0,9.0,9.0,9.0,114.0,0
t,moderate,f,41,Downtown/Civic Center,37.78322,-122.42025,Condominium,Entire home/apt,2,1,0,1,Real Bed,30,1,80.0,10.0,10.0,8.0,10.0,6.0,6.0,138.0,0
t,strict_14_with_grace_period,t,1,Castro/Upper Market,37.76294,-122.43973999999999,Apartment,Private room,2,1,1,1,Real Bed,2,162,94.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0,1
f,strict_14_with_grace_period,f,1,Haight Ashbury,37.767109999999995,-122.45151000000001,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,112,94.0,9.0,9.0,10.0,10.0,10.0,9.0,250.0,1
t,moderate,f,1,Castro/Upper Market,37.76639,-122.42926000000001,Condominium,Private room,2,1,1,1,Real Bed,3,184,99.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,1
t,moderate,f,1,South of Market,37.77641,-122.40454,Condominium,Entire home/apt,3,1,1,1,Real Bed,30,100,98.0,10.0,10.0,10.0,10.0,9.0,9.0,133.0,1
f,strict_14_with_grace_period,f,2,Outer Sunset,37.75553,-122.50707,Apartment,Shared room,1,1,1,2,Real Bed,30,134,91.0,9.0,9.0,10.0,10.0,9.0,9.0,35.0,1
t,strict_14_with_grace_period,f,2,Potrero Hill,37.75612,-122.39967,Condominium,Entire home/apt,4,2,2,2,Real Bed,4,32,98.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0,1
f,strict,f,1,Outer Sunset,37.75346,-122.50358,House,Private room,2,1,1,1,Real Bed,3,61,95.0,10.0,9.0,10.0,10.0,9.0,9.0,89.0,1
t,strict_14_with_grace_period,f,1,Mission,37.76833,-122.42591999999999,Apartment,Private room,1,1,1,1,Airbed,2,46,97.0,10.0,9.0,10.0,10.0,10.0,10.0,95.0,1
t,strict_14_with_grace_period,f,1,Outer Mission,37.72681,-122.43418999999999,Guest suite,Entire home/apt,3,1,1,2,Real Bed,3,323,97.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0,1
t,strict_14_with_grace_period,f,2,Mission,3.77529,-122.41553,Apartment,Entire home/apt,7,2,3,4,Real Bed,6,12,97.0,10.0,9.0,10.0,10.0,9.0,10.0,575.0,1
t,moderate,f,1,West of Twin Peaks,37.73773,-122.44956,House,Private room,4,1,3,3,Real Bed,1,35,94.0,10.0,10.0,10.0,10.0,9.0,9.0,250.0,1
t,moderate,f,1,Noe Valley,37.74334,-122.42931999999999,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,30,209,95.0,10.0,10.0,10.0,10.0,10.0,10.0,111.0,1
f,moderate,f,1,Marina,37.799209999999995,-122.43191000000002,House,Entire home/apt,2,1,1,1,Real Bed,3,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,1
f,flexible,f,1,Pacific Heights,37.79586,-122.43035,Apartment,Private room,1,1,1,1,Real Bed,30,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,1
f,flexible,t,31,Castro/Upper Market,37.762879999999996,-122.43815,Serviced apartment,Entire home/apt,4,2,2,2,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,8.0,210.0,1
t,strict_14_with_grace_period,f,1,Mission,37.75395,-122.41917,Apartment,Private room,2,2,2,1,Real Bed,3,104,98.0,10.0,10.0,10.0,10.0,9.0,10.0,145.0,1
t,moderate,f,2,Castro/Upper Market,37.76275,-122.44252,Condominium,Entire home/apt,8,2,3,4,Real Bed,5,13,98.0,10.0,10.0,10.0,10.0,10.0,9.0,475.0,1
t,moderate,f,2,Outer Mission,37.73225,-122.43614,House,Entire home/apt,6,2,2,3,Real Bed,3,59,97.0,10.0,9.0,10.0,10.0,10.0,9.0,300.0,1
t,strict_14_with_grace_period,f,1,Potrero Hill,37.75971,-122.38833000000001,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,169,98.0,10.0,10.0,10.0,10.0,10.0,9.0,190.0,1
f,strict_14_with_grace_period,f,41,Excelsior,37.730959999999996,-122.42378000000001,House,Private room,2,1,1,1,Real Bed,30,18,82.0,8.0,8.0,9.0,9.0,8.0,8.0,45.0,0
f,strict_14_with_grace_period,t,1,Castro/Upper Market,37.76267,-122.43919,Apartment,Entire home/apt,4,1,1,2,Real Bed,2,128,97.0,10.0,10.0,10.0,10.0,10.0,9.0,299.0,1
f,strict_14_with_grace_period,f,41,Excelsior,3.7730300000000003,-122.42464,House,Private room,1,1,1,1,Real Bed,30,8,100.0,9.0,9.0,10.0,10.0,9.0,10.0,30.0,1
f,strict_14_with_grace_period,f,1,Outer Sunset,37.75737,-122.50618999999999,House,Entire home/apt,6,2,2,4,Airbed,3,196,96.0,10.0,10.0,10.0,10.0,10.0,9.0,279.0,1
f,moderate,f,1,Mission,37.76259,-122.41748,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,57,98.0,9.0,10.0,10.0,9.0,9.0,9.0,160.0,1
f,flexible,t,2,North Beach,37.79954,-122.40678999999999,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,109,89.0,9.0,9.0,9.0,10.0,9.0,8.0,170.0,0
t,moderate,f,1,North Beach,37.80345,-122.40798000000001,Condominium,Entire home/apt,5,1,2,2,Real Bed,1,26,98.0,10.0,9.0,10.0,10.0,10.0,9.0,600.0,1
f,moderate,f,12,Western Addition,37.77612,-122.43292,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,13,88.0,9.0,7.0,10.0,10.0,10.0,9.0,100.0,0
f,strict_14_with_grace_period,f,12,Haight Ashbury,37.76641,-122.44667,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,26,94.0,10.0,9.0,10.0,10.0,10.0,10.0,90.0,1
f,strict_14_with_grace_period,f,1,Mission,3.7766699999999997,-122.41991999999999,Apartment,Entire home/apt,3,1,1,1,Real Bed,2,10,91.0,9.0,10.0,10.0,10.0,9.0,8.0,150.0,1
f,strict_14_with_grace_period,t,2,Excelsior,37.72606,-122.43231999999999,House,Private room,1,1,1,1,Airbed,2,60,98.0,10.0,9.0,10.0,10.0,9.0,10.0,48.0,1
t,moderate,f,1,Mission,37.76065,-122.42414,Apartment,Entire home/apt,4,1,2,2,Real Bed,4,108,97.0,10.0,9.0,10.0,10.0,10.0,9.0,315.0,1
f,strict_14_with_grace_period,f,2,Western Addition,37.78633,-122.43217,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,34,94.0,9.0,9.0,10.0,10.0,10.0,9.0,139.0,1
f,moderate,t,1,South of Market,37.782779999999995,-122.39336999999999,Loft,Entire home/apt,2,1,1,1,Real Bed,30,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1
f,strict_14_with_grace_period,f,4,Haight Ashbury,37.76892,-122.44615,Apartment,Entire home/apt,6,1,3,3,Real Bed,30,111,94.0,10.0,9.0,10.0,10.0,10.0,9.0,189.0,1
f,strict_14_with_grace_period,f,1,Mission,37.76592,-122.40628000000001,House,Entire home/apt,2,1,1,1,Real Bed,2,49,100.0,10.0,10.0,10.0,10.0,10.0,9.0,295.0,1
t,moderate,f,1,Castro/Upper Market,37.76295,-122.44259,Cottage,Private room,1,1,1,1,Real Bed,3,158,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,1
t,strict_14_with_grace_period,f,4,Marina,37.804320000000004,-122.44601000000002,Condominium,Private room,3,1,1,1,Real Bed,2,127,98.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0,1
f,strict_14_with_grace_period,f,2,Western Addition,37.78525,-122.43051000000001,Apartment,Private room,1,1,1,1,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,1
f,strict_14_with_grace_period,t,1,Castro/Upper Market,37.76052,-122.42938999999998,House,Entire home/apt,8,2,4,5,Real Bed,4,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,595.0,1
t,moderate,f,1,Castro/Upper Market,37.764790000000005,-122.43611000000001,Apartment,Entire home/apt,8,3,3,5,Real Bed,30,11,95.0,9.0,8.0,10.0,10.0,10.0,9.0,119.0,1
f,strict_14_with_grace_period,f,1,Bernal Heights,37.742709999999995,-122.41955,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,30,95.0,9.0,8.0,10.0,10.0,9.0,9.0,160.0,1
t,strict_14_with_grace_period,t,1,Haight Ashbury,37.773070000000004,-122.44293,Guest suite,Entire home/apt,4,1,1,2,Real Bed,3,326,96.0,10.0,10.0,10.0,10.0,10.0,9.0,190.0,1
t,flexible,f,2,Noe Valley,37.74603,-122.43715,House,Private room,2,1,1,1,Real Bed,2,146,99.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0,1
f,strict_14_with_grace_period,f,4,Mission,37.75711,-122.40963,House,Private room,1,1,3,1,Real Bed,30,38,97.0,10.0,9.0,10.0,10.0,10.0,9.0,79.0,1
t,flexible,f,3,Castro/Upper Market,37.76174,-122.44339,Apartment,Private room,2,1,1,1,Real Bed,2,340,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,1
f,strict_14_with_grace_period,f,41,Excelsior,37.72965,-122.42539,House,Private room,2,1,1,2,Real Bed,30,19,67.0,7.0,7.0,8.0,8.0,7.0,7.0,40.0,0
f,strict_14_with_grace_period,f,41,Excelsior,37.73019,-122.42317,House,Private room,2,1,1,1,Real Bed,30,25,82.0,8.0,8.0,9.0,9.0,8.0,8.0,40.0,0
t,strict_14_with_grace_period,t,2,Castro/Upper Market,37.76079,-122.43446999999999,Apartment,Entire home/apt,5,1,2,3,Real Bed,30,175,96.0,10.0,10.0,10.0,10.0,10.0,9.0,270.0,1
f,moderate,t,1,Excelsior,37.72636,-122.43342,Apartment,Private room,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0,1
t,moderate,f,4,Castro/Upper Market,3.7758599999999998,-122.43332,Apartment,Private room,2,1,1,1,Real Bed,2,61,94.0,9.0,9.0,10.0,10.0,10.0,9.0,95.0,1
f,strict_14_with_grace_period,f,1,Financial District,37.791779999999996,-122.39502,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0,1
t,moderate,f,6,Presidio Heights,37.78144,-122.45635,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,2,223,96.0,10.0,10.0,10.0,10.0,10.0,9.0,135.0,1
t,moderate,f,3,Castro/Upper Market,37.76055,-122.44221,Apartment,Entire home/apt,6,1,3,3,Real Bed,3,33,93.0,9.0,9.0,10.0,10.0,10.0,9.0,549.0,1
f,strict_14_with_grace_period,f,2,Mission,37.75139,-122.41193999999999,House,Entire home/apt,2,1,1,1,Real Bed,31,85,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,1
f,strict_14_with_grace_period,f,1,Mission,37.75131,-122.40795,House,Private room,1,1,1,2,Futon,3,94,91.0,10.0,9.0,10.0,10.0,10.0,10.0,70.0,1
f,strict_14_with_grace_period,f,1,Haight Ashbury,37.765879999999996,-122.44281000000001,House,Entire home/apt,8,3,4,5,Real Bed,6,11,100.0,10.0,9.0,10.0,10.0,10.0,10.0,672.0,1
f,moderate,f,1,Haight Ashbury,37.76648,-122.44542,Guest suite,Entire home/apt,2,1,1,1,Real Bed,3,229,92.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0,1
t,moderate,t,3,Bernal Heights,37.74498,-122.41927,House,Private room,2,1,1,1,Real Bed,1,159,97.0,10.0,10.0,10.0,10.0,10.0,10.0,102.0,1
t,moderate,f,2,Potrero Hill,37.761959999999995,-122.39411000000001,Guest suite,Entire home/apt,2,1,1,0,Real Bed,4,111,97.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,1
f,moderate,f,1,Bernal Heights,37.74248,-122.41068999999999,Apartment,Entire home/apt,4,1,0,2,Real Bed,6,357,96.0,10.0,10.0,10.0,10.0,10.0,9.0,149.0,1
f,moderate,f,1,South of Market,3.77805,-122.40933999999999,Apartment,Entire home/apt,3,1,1,1,Real Bed,3,30,98.0,10.0,9.0,10.0,10.0,9.0,10.0,150.0,1
f,strict_14_with_grace_period,f,4,Castro/Upper Market,37.75666,-122.43607,House,Entire home/apt,6,3,3,3,Real Bed,2,33,96.0,9.0,9.0,10.0,10.0,10.0,9.0,600.0,1
t,moderate,f,3,Bernal Heights,37.74002,-122.41813,Condominium,Entire home/apt,6,1,2,4,Real Bed,3,29,99.0,10.0,10.0,10.0,10.0,10.0,10.0,169.0,1
f,strict_14_with_grace_period,f,1,Noe Valley,37.74987,-122.44027,Apartment,Entire home/apt,5,2,2,2,Real Bed,30,72,99.0,10.0,10.0,10.0,10.0,10.0,10.0,189.0,1
t,moderate,f,9,Pacific Heights,37.79363,-122.42493,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,19,95.0,10.0,9.0,10.0,10.0,10.0,9.0,130.0,1
t,moderate,f,41,Downtown/Civic Center,37.78217,-122.42038000000001,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,9,100.0,10.0,10.0,10.0,10.0,8.0,9.0,114.0,1
f,moderate,f,3,Mission,37.76318,-122.40708000000001,Apartment,Private room,2,1,1,1,Real Bed,3,132,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,1
t,moderate,f,1,Western Addition,37.77044,-122.43598999999999,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,83,96.0,10.0,9.0,10.0,10.0,10.0,9.0,289.0,1
f,strict_14_with_grace_period,f,4,Mission,37.75635,-122.40996000000001,Guest suite,Entire home/apt,4,1,1,3,Real Bed,1,19,96.0,10.0,10.0,9.0,10.0,10.0,10.0,106.0,1
t,flexible,f,1,Inner Richmond,37.783770000000004,-122.47522,House,Private room,4,1,1,2,Real Bed,2,173,99.0,10.0,10.0,10.0,10.0,10.0,10.0,132.0,1
t,flexible,t,6,Mission,37.75906,-122.40761,Apartment,Private room,1,1,1,1,Real Bed,31,12,98.0,10.0,9.0,10.0,10.0,10.0,10.0,80.0,1
f,flexible,f,3,Outer Richmond,37.78135,-122.48266000000001,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,191,89.0,9.0,9.0,10.0,10.0,9.0,9.0,125.0,1
t,moderate,f,41,Downtown/Civic Center,37.78321,-122.41968999999999,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,8,95.0,9.0,10.0,10.0,9.0,9.0,8.0,124.0,1
t,strict_14_with_grace_period,f,7,Chinatown,37.79418,-122.40581999999999,House,Shared room,1,2,1,1,Real Bed,30,8,100.0,10.0,9.0,10.0,10.0,10.0,10.0,30.0,1
t,strict_14_with_grace_period,f,7,Chinatown,37.794779999999996,-122.40592,House,Shared room,1,2,1,1,Real Bed,30,6,97.0,10.0,8.0,10.0,10.0,10.0,9.0,30.0,1
t,moderate,t,1,Outer Richmond,37.77884,-122.50535,Condominium,Private room,2,2,1,1,Real Bed,2,229,98.0,10.0,10.0,10.0,10.0,10.0,10.0,128.0,1
t,moderate,f,4,Castro/Upper Market,37.759409999999995,-122.43363000000001,Condominium,Private room,2,1,1,1,Real Bed,2,25,97.0,10.0,9.0,10.0,10.0,10.0,9.0,109.0,1
f,moderate,f,1,Western Addition,3.77748,-122.42711000000001,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,1
t,strict_14_with_grace_period,f,1,Outer Sunset,37.75925,-122.50893,House,Entire home/apt,6,2,2,4,Real Bed,4,106,99.0,10.0,10.0,10.0,10.0,10.0,10.0,286.0,1
t,strict_14_with_grace_period,t,3,Western Addition,37.78706,-122.42908,House,Private room,2,1,1,1,Real Bed,2,62,97.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,1
t,strict_14_with_grace_period,f,4,Glen Park,37.74054,-122.43121000000001,Apartment,Entire home/apt,5,2,3,3,Real Bed,30,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,190.0,1
f,strict_14_with_grace_period,f,2,Outer Sunset,37.75385,-122.50806000000001,Apartment,Private room,2,1,1,1,Real Bed,30,97,89.0,10.0,9.0,10.0,10.0,9.0,9.0,70.0,1
f,strict_14_with_grace_period,f,1,North Beach,3.78059,-122.41803,Apartment,Entire home/apt,3,1,2,2,Real Bed,30,44,96.0,9.0,10.0,9.0,9.0,10.0,9.0,170.0,1
